Sentence,Class
The traveller goes to the nearest station.,Relevant
There are a large number of stations in Belgium,Irrelevant
He clicks on “Start” on the terminal and chooses the language.,Relevant
He chooses the two stations between which he regularly travels.,Relevant
He decides on the duration of his travel pass.,Relevant
He has to choose whether he wants to travel in first class or second class.,Relevant
He put its train pass in the specified place in order to top up it.,Relevant
He clicks on “pay” and put the bank card in the machine.,Relevant
He types in his secret code.,Relevant
During this time  the card is topping up.,Relevant
When the payment is ok  he takes back his bank card and his pass.,Relevant
The process is finished when he takes the payment ticket.,Relevant
Everyone is able to realise this process because it is really easy and well explained.,Irrelevant
TBM is new carpentry company which receives many requests for quotes.,Irrelevant
The process starts when the secretary receives a call from a customer.,Relevant
She takes the customer’s details and writes down the request.,Relevant
She makes an appointment for a carpenter to come and look at the work.,Relevant
The carpenters are very busy and usually have a lot of work to do.,Irrelevant
She informs the carpenter of the appointment. ,Relevant
The carpenter visits the customer to look at the work and take measurements.,Relevant
Then  he proposes ideas and finds an agreement.,Relevant
After that  the carpenter draws the plans.,Relevant
He calculates the costs and proposes a price.,Relevant
Then  the carpenter sends an email with the quote to the secretary.,Relevant
The secretory is responsible for transferring the quote to the client and the process ends.,Relevant
Uber Eats is a meal delivery service and it is possible to order via an app.,Irrelevant
The process starts when the person is hungry and wants something delivered.,Relevant
The person picks up their phone and goes to the application.,Relevant
The application has been downloaded over 100 million times.,Relevant
The person chooses the restaurant and the menu.,Relevant
Then  the person makes the payment.,Relevant
After that  the restaurant prepares their order. ,Relevant
The operator of Uber Eats is informed of the order and collects it to the restaurant.,Relevant
Usually  the operators can make the journeys by electric bicycle for example.,Relevant
The app notifies the costumer that their order has been taken.,Relevant
The customer follows the journey on their phone.,Relevant
Then  the operator rings the doorbell.,Relevant
Finally  the customer can enjoy his dish and the process ends. ,Relevant
The process starts when you arrive at the airport with your luggages,Relevant
You register your luggages if you need to,Relevant
If you don t  you go directly to the queue to go pass the customs,Relevant
You wait until your turn arrive,Relevant
For example  you can eat or drink somthing,Irrelevant
You go pass the customs,Relevant
You wait until your plane arrive,Relevant
For example you can buy something in the duty free,Irrelevant
When your plane is ready  you enter it,Relevant
The process ends when everyone is in the plane and you take off,Relevant
The process starts when a customer is hungry,Relevant
The customer takes the menu,Relevant
The customer makes their choice,Relevant
For example  you choose a margherita,Irrelevant
The customer calls the pizzeria,Relevant
The pizzeria s employee note down the choice,Relevant
The pizzeria s employee gives a delivery hour,Relevant
The customer waits until the pizza is ready,Relevant
He comes to the pizzeria,Relevant
He takes his pizza,Relevant
He goes back home,Relevant
It can take 10min to go back home for example,Irrelevant
The process finishes when the customers arrive at home,Relevant
The process starts when you are asked to deliver sth,Relevant
You gather all the things,Relevant
You put them all in your truck car,Relevant
You check where you have to go,Relevant
You check when you have to deliver the objects,Relevant
You wait until you have to leave,Relevant
You can work on something else while waiting or do something else for example,Irrelevant
When it is time  you start your truck and you leave,Relevant
You drive until your arrive to the customer,Relevant
The process ends when you arrive in front of the customer to give him everything,Relevant
The process starts when you receive the schedule,Relevant
You make an outline to know when to study what,Relevant
You start studying,Relevant
At the same time you also try to make exercises,Relevant
It is important to take breaks,Irrelevant
When the deadline approach you check everything again,Relevant
On day before  you try to make exam from other years,Relevant
The day of the exam  you wake up early to read your notes a last time,Relevant
You discuss with your classmate and try to imagine questions,Relevant
The process ends when you arrived in front of your sheet at the exam,Relevant
Easy Energy is a company which sells fuel for the heat in houses,Irrelevant
The process starts when we receive a call from a customer willing to order,Relevant
The employee asks for more information about his order  type of fuel  quantity  … ,Relevant
The employee writes down the order on a piece of paper,Relevant
They fix a moment for the delivery,Relevant
For example  1000L of Extra Mazout for the 18th of December,Irrelevant
The driver who delivers fuel receives the order on his Ipad,Relevant
The driver organizes his day following the places he has to go to,Relevant
He delivers the fuel to the customer,Relevant
The customer pays via the machine  Bancontact ,Relevant
The employee in the office enters the invoice on the computer,Relevant
The process ends when we receive the money on the bank account,Relevant
The center formation from Liege is a center that allows people to improve their skills for a future job application,Irrelevant
The process starts when the applicant calls the office to tell that he wants to follow a formation ,Relevant
For example   secretary  accounting  call center  …,Irrelevant
The applicant has to follow an information presentation,Relevant
The applicant has to choose whether or not he is intersted in following a formation,Relevant
If the applicant is not interested the process ends but if the applicant is willing to attempt a formation he has to take tests,Relevant
For example   accounting  informatic  communication  …,Irrelevant
The applicant has to pass a personnal interview,Relevant
A date to enter the formation is fixed,Relevant
The applicant has to enter the formation and to respect his says,Relevant
The process ends when he attends his first day of formation,Relevant
Florila is a florist based in Rotterdam,Irrelevant
The process starts when the buyer goes in his truck to travel from Liege to Rotterdam,Relevant
When the florist arrives  he parks his truck at the docks,Relevant
The florist goes to see all the flowers and plants in the flowers market,Relevant
He writes down the numbers and the names of the flowers that look good,Relevant
the florist joins the room where the auction will take place,Relevant
For example  they can buy roses,Irrelevant
The florist buys all the flowers and plants he has seen before,Relevant
At the end of the auction he goes in the big fridge where all the flowers are and he finds the flowers he has bought,Relevant
The florist loads his truck,Relevant
He comes back to his shop and unloads his truck,Relevant
WEP is an organization for the students who want to do an erasmus during High school or after being graduated,Irrelevant
The process starts when a student wants to go abroad to improve his level in a specific language and to live an amazing experience,Relevant
The student books an appointment online to have information about this experience,Relevant
He goes to the appointment and receives papers and so on about his project,Relevant
He decides whether or not he wants to leave. If he decides not to go the process ends but if he chooses to leave  he has to pick a destination,Relevant
After that  the student has to take some tests to see his level in french and in the language he wants to learn abroad,Relevant
He receives the destination by an email sent by the company,Relevant
The student gets in touch with his host family and gets ready to leave,Relevant
He packs his suitcase,Relevant
The student goes to the airport and take off to the destination he has chosen,Relevant
The process starts when a customer enters in the restaurant,Relevant
A waiter determines a seat to the customer,Relevant
A waiter takes the food order,Relevant
The waiter communicates the food order to the cooker,Relevant
A cooker prepares the food,Relevant
Bruit qui court s  kitchens contain all the equipment needed to cook ,Irrelevant
The waiter serves the meal,Relevant
The customer eats the food,Relevant
The customer asks for the bill,Relevant
The waiter provides the bill,Relevant
The waiter collects the money,Relevant
The waiter provides the receipt,Relevant
The process ends when the customer leaves the restaurant,Relevant
Auto sécurité is a company that does technical inspections and provides driver s licenses,Irrelevant
The process starts when the candidate books  the theory exam,Relevant
Later  the candidate comes to take his practical exam at the exam center,Relevant
An employee makes a computer available to the candidate,Relevant
During this time  the employee monitors the candidate,Relevant
Once completed  the candidate pays by cash or card,Relevant
The employee gives him a certificate of success,Relevant
The candidate will get his license from the comune,Relevant
Once ready for the exam  he makes an appointment to take the practical exam,Relevant
Later  the candidate comes to take his practical exam at the exam center,Relevant
An employee takes his exam in a car,Relevant
Once completed  the candidate pays by cash or card,Relevant
The process ends when the employee gives him a certificate of completion,Relevant
The process begins when the customer arrives on the edreams web page,Relevant
The customer chooses the dates  the location  the number of people and other options,Relevant
The algorithm of the website offers him corresponding tickets at different prices,Relevant
The customer chooses one of the flights,Relevant
The website redirects the customer to the booking page,Relevant
The customer enters his personal data,Relevant
The customer can add luggage or choose his seats,Relevant
The website redirects the customer to the insurance page,Relevant
The customer can select one or more types of insurance ,Relevant
As an example of insurance  Edreams offers cancellation and flexible dates,Irrelevant
The website redirects the customer to the payment page,Relevant
The customer makes the payment,Relevant
The process ends when Edreams confirms the reservation,Relevant
The process begins when the company receives a couple who get married,Relevant
The couple submits a date and budget to the company,Relevant
In return  the company offers several options,Relevant
For example  the company can offer the location  menu  theme  number of guests  etc.,Irrelevant
The couple chooses the options they desire for their wedding,Relevant
The company rents the specific location,Relevant
The company orders  meals  decoration  musicians  photographer and others,Relevant
On the day of the wedding  the company corners all the guests,Relevant
The company animates and serves guests,Relevant
Once the wedding is over  a team from the company tidies up and cleans the premises,Relevant
The process ends when storage and cleaning are complete,Relevant
An airport is a place where you can take off,Irrelevant
The process starts when a customer check in to his flight,Relevant
The passenger’s bag is send in the hold,Relevant
The passenger pass through the security ,Relevant
Meanwhile  an employee checks the content of the passenger’s pack,Relevant
For example  a bottle of liquid which is bigger than 100 ml is dumped,Irrelevant
Then  the customer walks until the gate ,Relevant
The client has to wait until the call,Relevant
 Meanwhile  the flight crew prepare the plane ,Relevant
The customer shows is ticket when the gate opens,Relevant
The plane contains all the equipment needed to sleep and to pass the time during the flight ,Irrelevant
Then the passenger start to board ,Relevant
The plane takes off and this is the end of the process,Relevant
The process starts when a consumer registers on the drive site ,Relevant
The client shops what he needs,Relevant
For example  something to dring and something to eat,Irrelevant
The customer can register his loyalty card ,Relevant
The customer pays by card ,Relevant
Then a notification is sent to an employee ,Relevant
The employee prepares the order ,Relevant
The client receives a notification saying that its order is ready,Relevant
The client goes to the store,Relevant
The store is not far away from the client s house,Irrelevant
The customer enters in the shop and shows his receipt ,Relevant
The customer take its order and the process ends,Relevant
The process starts when the patient phones the call center,Relevant
Then the patient has to chose the third option to reach the appointment service ,Relevant
The waiting music is really soft,Irrelevant
Meanwhile the employee receives the call and accepts it,Relevant
The patient ask an appointment with his doctor ,Relevant
The employee checks the availabilities,Relevant
It is not the doctor that take care of their appointments,Irrelevant
The employee proposes a day and an hour,Relevant
The patient checks his agenda ,Relevant
The patient agrees for a certain day and hour,Relevant
The employee registers the personal data of the patient ,Relevant
The employee repeats the day and the hour of the appointment and it’s the end of the process ,Relevant
The process starts when a customer book a table ,Relevant
The client order a dish ,Relevant
The employee send the order to the chef,Relevant
Sometimes the staff use a tablet but sometimes he still uses a sheet of paper ,Irrelevant
Then the client wait to eat drinking something ,Relevant
Meanwhile  the chef cooks ,Relevant
When the dish is ready  the waiter is called,Relevant
The employee bring the meal to the client ,Relevant
The client eat the meal,Relevant
The client asks the bill,Relevant
The customer choose the way to pay ,Relevant
The customer pay and the process is over,Relevant
Optimum is a trustee which does the accounting and taxation of SME in Wallonia,Irrelevant
The process starts when a company is assigned to the accoutant,Relevant
The accountant reads through the comapny description,Relevant
Then the junior accountant starts downloading the accounting documents,Relevant
As an example the accounting documents can take the form of sales receipt or invoices,Irrelevant
The junior accountant then start inputing the purchases in the system,Relevant
Then the junior accountant inputs the sales in the system,Relevant
The junior accountant extract the CODA files of the customer ,Relevant
Then the junior accountant matches the amount between the system and the coda files,Relevant
Finally a senior accountant reviews the junior accountant work for approval and the process ends,Relevant
The process starts when the student is hungry,Relevant
The student needs to make sure that he has all the ingredients to prepare the chili,Relevant
Else the student gets those ingredients in the nearest grocery store,Relevant
To prepare a chili the student needs onion  red pepper  garlic  spices  minced beef  tomato purée and beans,Irrelevant
Then the student prepares the vegetables ,Relevant
Meanwhile the students heats the pan,Relevant
After 2 minutes the pan is hot and the student add the vegetables and spices,Relevant
After 10 minutes the students cooks the beef,Relevant
After another 5 minutes the students add the beef in the pan,Relevant
Then the student prepares the sauce,Relevant
Then the students lets the preparation cook ,Relevant
After 10 minutes the students serves the chili and the process ends,Relevant
The process starts when enough money is gathered by the investor,Relevant
Then the investor makes a first screening ,Relevant
This screening can be made through specialized websites such as YahooFinance  FinViz or TradingView for example,Irrelevant
Then the investor decides which stocks to investigate,Relevant
Then the investor compares the stocks in the list ,Relevant
After that the investor picks the most interesting stocks,Relevant
Then he reads though the financial statement ,Relevant
Meanwhile the investors evaluate the riskiness of the company,Relevant
Then the investor build a financial model,Relevant
Finally the investor decides to buy the stock or not and the process ends,Relevant
The process starts when the exam dates are received,Relevant
The student s room possesses all the equipment needed for studying,Irrelevant
The student checks if his notes are complete,Relevant
If not the student asks notes from his friends,Relevant
When the notes are complete the student make sure that he understands the course material,Relevant
If the student doesn t understand  then he ask help from his teacher,Relevant
When the material is understood  the student starts synthesizing the course,Relevant
Then the student makes some exercises,Relevant
Then the student reviews his synthesis,Relevant
Finally the student do extra exercises and the process ends,Relevant
Bpost is a belgian company which provides postal services  among them letter shipment,Irrelevant
The process starts when a letter is sent,Relevant
Bpost employees collect the letters from the different collection points,Relevant
Drivers move the letters to a sorting center,Relevant
For example  to the Liege or the Charleroi sorting center,Irrelevant
Then operators start sorting the letters,Relevant
They sort the letters in 2 groups  Belgium or foreign country,Relevant
Then  they sort the letters in 2 other groups  priority and non priority,Relevant
Other operators check the stamps,Relevant
The stamps can be very different from each other,Irrelevant
Drivers bring the letters to their destination  the process is finished,Relevant
The process starts when a customer needs a new good,Relevant
For example  a CD  a mobile phone or a table,Irrelevant
The customer first goes to an ecommerce website,Relevant
The customer can choose  for example  between Amazon  Alibaba or Shopify,Irrelevant
Then the customer chooses an item,Relevant
The customer adds the chosen item to the basket,Relevant
Then the customer connects to the website,Relevant
If he already has an account  the customer can continue,Relevant
Otherwise the customer needs to create a new one,Relevant
The customer fills a form with its details,Relevant
The customer may come from Belgium  France or Germany for example,Irrelevant
The customer pays its detail  the process is finished,Relevant
Every person should check up its health regularly,Irrelevant
The process starts when the patient enters the office,Relevant
The doctor asks the patient details,Relevant
Meanwhile the whole process  the doctor puts the patient at ease,Relevant
The doctor then takes the louse of the patient,Relevant
The doctor check the patient s blood pressure,Relevant
If the patient is being stressed  its blood pressure might be higher than usual,Irrelevant
If the blood pressure is to high  the doctor asks the patient to make an appointment with the cardiologist,Relevant
The doctor measures and weighs the patient,Relevant
Some patient are overweight,Irrelevant
If needed  the doctor give a prescription to the patient,Relevant
The doctor gives a certificate of care to the patient,Relevant
The process is over when the doctor is payed,Relevant
The process starts whenever the bakery needs bread,Relevant
For example  buns  baguettes or brown bread,Irrelevant
First the baker checks the ingredients availability,Relevant
If any ingredient is missing  he order them,Relevant
Sometimes ingredients are missing due to a shortage,Irrelevant
Then the baker mixes the ingredients until he gets a homogenous dough ,Relevant
The baker kneads the dough and split it into smaller pieces,Relevant
Once the dough has grown the baker can shapes the breads,Relevant
Then the baker bakes the breads in the oven,Relevant
It can be an industrial or wood fired ovene for example,Irrelevant
When the bread is baked  the process is finished,Relevant
The following sentences are about application process at Deloitte,Irrelevant
After an application has been received  HR enters relevent data into the input of the workflow.,Relevant
the graduate team member checks the application documents and determines If they are complete or not,Relevant
if they are incomplete the process ends by sending a mail rejection to the applicant.,Relevant
if the application document are complete  The first interview will generally be a telephonic screening with the Graduate team,Relevant
This is followed by a face to face interview or an Assessment Day with the service line you are applying for. ,Relevant
As required The Final Stage could be a meeting with a Partner Director,Relevant
For some roles we may require you to complete either psychometric or skills based tests depending on the role and Service line for example,Irrelevant
when the personal interview has been conducted and the overall impression of the applicant.,Relevant
if we progress to the final stage of an employment offer  pre employment checks are conducted and if not  he receives an automated customized rejection.,Irrelevant
verbal offer will be made by the Graduate team  followed by a written contract,Relevant
If he will be employed  the HR employee creates an employment contract and sends it to the applicant  so that he can check it. the process ends.,Relevant
Process start when the biker go in the delivery center  ,Relevant
the biker connects to the delivery application,Relevant
Many restaurants uses deliveroo s bikers to deliver their foods for example.,Relevant
the biker recieve an order on the screen can refuse or accept it ,Relevant
When the biker accept the delivery the customer recieve a notification ,Relevant
The biker go to the restaurant of the delivery and wait ,Relevant
the biker confirms the receipt of the order on the application and a notification is sent to the customer,Relevant
The biker recieve the adresse and go the customer home ,Relevant
The biker arrives at the customer home and give the order.,Relevant
The biker confirm the delivery of the order ,Relevant
the process finish when the biker assesses the progress of the delivery.,Relevant
The process starts when the seller places an  item s  on vinted platform,Relevant
Vinted is a platform where you can find a lots of articles of all types  shoes  clothes  hat etc...,Irrelevant
The buyer connect to the platform and search for the article needed ,Relevant
when the article is choosen  the buyer places the order and pay the shipping costs using his credit card or paypal account,Relevant
The seller recieve a notification of the order and can confirm or deny it. ,Relevant
when the order is confirmed  the seller prepare the order and pack it up so that it can be sent.,Relevant
The seller bring the packed item to a  point relais  named Mondial relay ,Relevant
There are a lot of relay points  it could be a bookstore  a store  a paki etc..,Irrelevant
Mondial relay send the item to the customer and the customer take it back from an other relay point,Relevant
the buyer checks the condition of the order  its authenticity and confirm. ,Relevant
the process finish by the seller who receive the notification of the confirmation and at the same time receives the money in vinted s wallet.,Relevant
There are plenty of online betting sites  ladbrokes  unibet.,Irrelevant
the process starts when the player creates and suscribes an acount online ,Relevant
the online betting IT team receives the documents and verifies the identity card.,Relevant
once the documents have been verified  there is a confirmation of the opening of the account.,Relevant
to bet his first game  the player places money in his account.,Relevant
now you can place your bet and wait for the result.,Relevant
the loss implies a loss of money and otherwise there is a gain. ,Irrelevant
the money is directly deposited into the payer account by the logistic team,Relevant
the player withdraws the money to his bank account.,Relevant
after 3 days the money is on the account and the process is finish.,Relevant
Collect&Go is a function of Colruyt that allows client to purchase online their shopping,Irrelevant
The process starts when a customer connects itself to the collect&go website,Relevant
The customer click on the product he wants,Relevant
Then  he chooses the quantity he wants,Relevant
After that  he adds it to his basket,Relevant
When all his items are in his basket  the customer goes to his basket,Relevant
He has an overview of his articles,Relevant
Then  he chooses the day he wants to pick his order up,Relevant
He confirms his order,Relevant
The service collect and go receives the order,Relevant
Employees shop for the client,Relevant
The order is put in a room at Colruyt,Relevant
The customer comes to Colruyt,Relevant
The customer pay his order,Relevant
The customer leaves with his order,Relevant
ThaiBreak is a restaurant that allows people to order food,Irrelevant
The process starts when a client phone to the restaurant,Relevant
A waiter waitress answer the phone,Relevant
The customer tell his order,Relevant
The waiter waitress takes notes,Relevant
The waiter waitress sums up the order,Relevant
The waiter waitress asks the customer to come at a precise hour,Relevant
The waiter waitress hangs up,Relevant
The waiter waitress brings the order to the cooker,Relevant
The cooker makes the order,Relevant
The assistant of the cooker packs the order,Relevant
The assistant brings the order to the waiter waitress,Relevant
The customer comes to the restaurant,Relevant
The customer pays his order to the waiter waitress,Relevant
The customers takes his order and leaves,Relevant
I have all the equipment at home to make pancakes,Irrelevant
The process start when I go to the supermarket to shop some food,Relevant
I choose all the ingredients I need to make my pancakes,Relevant
I pay at the checkout,Relevant
I come back home,Relevant
I wash my hands,Relevant
I get out my equipment,Relevant
I put eggs  oats and banana in a bowl,Relevant
I mix it very quickly,Relevant
I put some butter in my pan,Relevant
I heat it on the cooker,Relevant
I put a bit of the preparation in the pan,Relevant
I wait a little bit ,Relevant
Then I turn over the pancakes,Relevant
I wait again that it cooks,Relevant
I remove them and put them on a plate,Relevant
I cover the pancakes with agave syrup,Relevant
I eat the pancakes,Relevant
The process starts when I phone to my beautician,Relevant
I ask her what I need,Relevant
She checks her agenda,Relevant
She gives me an appointment,Relevant
I write it on my diary and hang up,Relevant
On the due date  I go to my beautician,Relevant
My beautician leaves near my house which is practical,Irrelevant
I sit in her room,Relevant
She paints my nails,Relevant
I give her the money,Relevant
I leave with my nails painted,Relevant
The process starts when a client enter the restaurant ,Relevant
The server must wear a shirt and long trousers,Irrelevant
A waiter welcomes the client with a polite formule,Relevant
Waiter asks if client has a reservation,Relevant
Check if a table is free,Relevant
The waiter asks the client to follow him to the table,Relevant
The tables are for 2  4 or 8 people.,Irrelevant
The client sit hil down on the chair,Relevant
The waiter brings the menu ,Relevant
The waiter asks the client if he want a candle on the table,Relevant
The client chooses what he want to eat,Relevant
The waiter takes the order and the process ends,Relevant
The process start when a broken phone arrives at the center,Relevant
The employee check which part of the phone needs to be repared,Relevant
He completes the document with the model and the features of the phone,Relevant
The name of the document is DocRepairX,Irrelevant
The employee orders the piece s  he needs to repair the device,Relevant
He waits that the piece arrives at the factory,Relevant
He repair the part that needs to be replaced repaired,Relevant
He completes the document that prove the completion of reparation,Relevant
He contacts the customer to telle him his device is ready to be withdraw,Relevant
The custumer pays the reparation,Relevant
The process ends when the employee gives the phone to the customer,Relevant
The process starts when visitors arrives at the festival gate,Relevant
The visitor shows his ticket he bought by advance on the website,Relevant
Staff employee scans it and asks his ID,Relevant
Staff employee checks the age of the visitor,Relevant
The ID might be an passpaort from Canada or US for example,Irrelevant
The employee shows the direction for the mainstage and the camping,Relevant
The visitor walks to the camping,Relevant
He install his tent ,Relevant
The visitor closes his tent with alock,Relevant
Next  he walks toward the mainstage,Relevant
The process ends when he arrives at the mainstage place,Relevant
The process starts when a person decide organizing a dinner,Relevant
Dinner can be organized inside or outside,Irrelevant
The organizer creates a Whatsapp group and add frinds he want to invite,Relevant
He asks who will come,Relevant
He asks if there is some vegetarian people in the group,Relevant
The organize goes to the brewery to buy beers,Relevant
He goes to the supermarket to buy some food,Relevant
He cooks the plate he decided to serve to his guests,Relevant
He welcomes the guests on the D Day,Relevant
He serves them the plate he cooked,Relevant
The guests eat ,Relevant
The guests leave and the process ends,Relevant
It is important to sleep at least 8 hours each night,Irrelevant
The process starts when the alarm ring at 6 A.M.,Relevant
I turn off the alarm,Relevant
I go downstaires and prepare my breakfast,Relevant
I eat my breakfast in front of the television,Relevant
I tidy up my things,Relevant
Then  I go upstaires,Relevant
I choose my outfit for the day,Relevant
I go in the bathroom,Relevant
I brush my teeth,Relevant
Then I dress up,Relevant
The process starts when I look on my phone when is the next train to Liège,Relevant
I put my coat and my shoes,Relevant
I like to put my new shoes that I bought in Germany,Irrelevant
I open the door to go outside,Relevant
Then  I walk straight to the station for 15 minutes,Relevant
When I am at the station  I sit on a chair,Relevant
I wait the train for 5 minutes,Relevant
When the train is there  I go inside it,Relevant
I read the book  The human Edge ,Relevant
When the train arrive at Liège Guillemins  I go down,Relevant
Then  I walk to the school.,Relevant
The following process is about working in a sushi shop,Irrelevant
The process starts when I drive with my car to the restaurant or 15 minutes,Relevant
Then  I drop my things in a little room of the restaurant,Relevant
The phone rings and I pick up the phone,Relevant
I write the order of the customer,Relevant
I send the order in the kitchen,Relevant
I calculate the bill,Relevant
I look at the orders I have to prepare,Relevant
I take one and I check everything is there,Relevant
I add the supplements in the bag,Relevant
I put the bag on a little cart,Relevant
When the client arrive  I give him his order and proceed to the payment,Relevant
The process starts when I have an event and I want to makeup,Relevant
I put some hydrating cream all over my face,Relevant
Then  I choose a makeup palette for my eyes,Relevant
I put some colors on my eyelids,Relevant
I remove what fell on my cheeks with a tissue,Relevant
I apply some face powder,Relevant
I fix it with a setting powder,Relevant
I put some blush on my cheeks,Relevant
I had some highlighters on the bones of my cheeks,Relevant
I structure my eyebrows with an eyebrow gel,Relevant
I curl my eyelashes,Relevant
I put some mascara on my eyelashes,Relevant
Doing my makeup is relaxing,Irrelevant
The restaurant is new in the city and very trendy,Irrelevant
The process starts when the customer calls the restaurant to book a table,Relevant
The customer then gives the date at which he wants to come,Relevant
At the specified day  the custolmer comes to the restaurant to check in and go sitting,Relevant
The waiter comes to give him the menu  and waits for him to choose,Relevant
The fishy plate is quite expensive so the customer doesn t choose it,Irrelevant
When the customer has taken the order  he is waiting for the food to come,Relevant
The customer receives the food and begin to eat,Relevant
The waiter comes to ask him how it is going,Relevant
The customer finishes his meal,Relevant
The customer asks for the receipt and pays the addition,Relevant
He then leaves the restaurant  and the process ends,Relevant
He really enjoyed that evening,Irrelevant
The process starts when the restaurant receives a call from a customer,Relevant
The customer asks to book a table at a certain date,Relevant
The employee encodes the customer information in the data base,Relevant
Some days later  the customer arrives at the reception and the employee looks for his booking in the data base,Relevant
The employee then attributes a table to the customer,Relevant
The waiter comes to give the menu to the customer and takes the order,Relevant
Meanwhile  the Chef is preparing the meal in the kitchen,Relevant
The waiter goes back to the kitchen to bring the meal to the customer,Relevant
The waiter then asks if the customer wants to eat a dessert,Relevant
If the customer says he doesn t want any  the waiter goes bringing the receipt. If the customer says he wants one  the waiter goes back to the kitchen to annouce it.,Relevant
In the second case  the customer receives his dessert and then asks for the receipt.,Relevant
In the both cases  the customer pays the addition and then leaves the restaurant. And the process ends,Relevant
The waiter was very afraid of being fired after this incident.,Irrelevant
The following process is about buying clothes online,Irrelevant
The process starts when the customer goes on the website,Relevant
By checking the articles on the web site  the customer adds some in her wishlist,Relevant
The customer then goes checking her wishlist and begins to choose which size she wants and checks the comments on that article.,Relevant
Apparently  one hasn t a good score and has a bad quality,Irrelevant
The customer filters her wishlist by deleting some stuff,Relevant
When she is sure about her choices  she moves the chosen articles to the basket,Relevant
The customer then clicks on  Pay ,Relevant
The customer encodes a promo code to pay less,Relevant
The customer chooses what she ll pay with,Relevant
And sepcifies at which adress she wants to be delivered,Relevant
She confirms the order and receives immedately a confimation email,Relevant
One week later  the customer receives her clothes  and the process ends,Relevant
She is so happy to show them to her friends,Irrelevant
The process starts when the employee receives an email saying that a meeting with the departement s manager is planned the next day in the morning,Relevant
Doing a monthly report is time consuming,Irrelevant
Thus  the employee starts making some key points to review  ,Relevant
After giving an explanation of each point  he prepares some slides to give visual aids during the presentation,Relevant
In order to give more details about some points  he sends an email to another employee responsible for the expenses of the month,Relevant
After receiving the info  the report is finalysed and sent to a medium manager for checking,Relevant
The employee decides to take a break at 4 pm because it was a long day,Relevant
After the break  the employee wants to train before prensenting the next day,Relevant
The day of the meeting  the employee is asked to present his monthly report to everyone,Relevant
The departement s manager is severe,Irrelevant
While the meeting is ending  the manager tells the employee he will be given a higher position in the company,Relevant
The employee then thanks the manager ans the process ends,Relevant
People like to go to the cinema when there is a new great movie,Irrelevant
The process starts when a person enter the cinema,Relevant
The employee check if the person has a valide covd safe ticket,Relevant
If the covid safe ticket is unvalide  the employee reject the person,Relevant
If the covid safe ticket is valide  the person can enter in the cinema,Relevant
Then  the person goes to the queue and wait,Relevant
When it is his turn  the person can buy tickets for the movie he wants.,Relevant
Then he goes to the place where he can buy some foods and drinks,Relevant
He decides if he buy something or not,Relevant
Then he goes to the room of his movie,Relevant
Inside the right room  he goes to his seat,Relevant
Then he sits on his seat and wait for the movie to begin  the process is ended,Relevant
The movie is great,Irrelevant
Going to the gym is a good activity for student at HEC,Irrelevant
The process starts when a person enter the gym,Relevant
The person needs to scan his gym car in the portail,Relevant
If the gym card is not valid  the person can t enter and the process is ended,Relevant
If the gym card is valid  the person enters the gym,Relevant
Then he walks to the changing room,Relevant
He suits up with his sport clothes and take his towel,Relevant
If the person wants to do cardio  he goes to the cardio floor,Relevant
If the person wants to do musculation  he goes to the muscu floor,Relevant
In any cases  he is ready to push his limits,Irrelevant
When he has finished  he goes back to the changing room,Relevant
He suits up back to his casual clothes,Relevant
Then he walks to the exit of the gym,Relevant
He goes back home and the process is ended,Relevant
He hopes to become like Dwayne  The Rock  Johnson,Irrelevant
For a student  driving a car is a breath of freedom,Irrelevant
The process starts when the student leaves home,Relevant
He gets into his car,Relevant
He puts the key in the contact,Relevant
Then he puts his seat belt,Relevant
Then he verifies if he has his driving license,Relevant
If he does not  he has to come back home and take it,Relevant
If he has his driving license  he starts the car,Relevant
Then he puts the first gear,Relevant
He slowly releases the clucth of the car with his left foot,Relevant
He puts his right foot on the accelerator,Relevant
Then the car moves,Relevant
The student drives to HEC and the process is ended,Relevant
He should drive carefully,Irrelevant
The  Tartiflette  is a delicious and typical french meal,Irrelevant
The process starts when you put some water boiling,Relevant
Then you put your peeled and cut potatoes in the boiling water,Relevant
Meanwhile  you fry the lardons and onions in a pan with olive oil,Relevant
Because of course  olive oil is the best oil,Irrelevant
When the potatoes are ready  you put them in the pan with the lardons,Relevant
You fry again everything in the pan during a couple of minutes,Relevant
Meanwhile  you prepare a plate for the oven,Relevant
Then you put the mix of potatoes lardons and oignons in the plate,Relevant
After that  you put the plate in the oven for 20 minutes at 200°C,Relevant
When it is time  you carefully open the oven and take out the plate,Relevant
Then you put a portion of the dish in your plate,Relevant
You take a picture of this delicious meal,Relevant
Then you can eat and enjoy your Tartiflette and the proccess is ended,Relevant
Lampiris is a company that buys the overproduction of photovoltaic panels from its customers and non customers,Irrelevant
The process starts when a client send an email to obtain the buy back offer from Lampiris,Relevant
When everything is completed  the customer returns the offer to Lampiris for processing,Relevant
One of the employees is responsible of the new case,Irrelevant
First  the person will check the information on the quantity of green certificates sold by the customer and what the company has received,Relevant
If the quantities do not match  we will contact the client,Relevant
Otherwise  the employee continues the process by looking for the customer’s account in SAP  the accounting program ,Relevant
As soon as the customer’s account is found  we must verify that the bank account corresponds to the one written in the offer,Relevant
If this is not the case  we must add the IBAN to the account,Relevant
Then  the employee who handles the case fills in an Excel file with the necessary information written in,Relevant
